title,description,image_url,room_type,local_path
Tropical Pool,"Pool Ideas Whether you want inspiration for planning a pool renovation or are building a designer pool from scratch, Houzz has 270,018 images from the best designers, decorators, and architects in the country, including Creative Environments and Boyce Design + Build. Look through pool pictures in different colors and styles and when you find a pool design that inspires you, save it to an Ideabook or contact the Pro who made it happen to see what kind of design ideas they have for your home. Explore the beautiful pool photo gallery and find out exactly why Houzz is the best experience for home renovation and design. Read More",https://st.hzcdn.com/fimgs/d36103b805a19d7e_0887-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00014.jpg
Pools & Spas - Elements Landscape,Example of a large classic backyard stone and rectangular pool design in Atlanta,https://st.hzcdn.com/fimgs/348188a204e261c7_0180-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00015.jpg
Haymarket Vacation,Pool house - large traditional backyard rectangular natural pool house idea in DC Metro,https://st.hzcdn.com/fimgs/ae4187ca03060ed8_9530-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00016.jpg
"Infinity Edge Elements - New Castle, DE",Q Stern Photography Example of a large classic backyard stone and rectangular infinity pool fountain design in Wilmington,https://st.hzcdn.com/fimgs/af5127320411f501_5045-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00017.jpg
Backyard,Large farmhouse backyard stone and custom-shaped pool photo in Nashville,https://st.hzcdn.com/fimgs/04d130590153cb8c_1094-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00018.jpg
Coldwater Canyon Residence,"Pool Ideas Whether you want inspiration for planning a pool renovation or are building a designer pool from scratch, Houzz has 270,018 images from the best designers, decorators, and architects in the country, including Creative Environments and Boyce Design + Build. Look through pool pictures in different colors and styles and when you find a pool design that inspires you, save it to an Ideabook or contact the Pro who made it happen to see what kind of design ideas they have for your home. Explore the beautiful pool photo gallery and find out exactly why Houzz is the best experience for home renovation and design. Read More",https://st.hzcdn.com/fimgs/8cd1e1a6094851c9_1089-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00019.jpg
POOLS,Small spaces can be the best. This pool and spa separated with a sheet of acrylic gives this pool an uninterrupted look. The limestone wall acts as a backdrop for the garden urn creating a focal piece of art,https://st.hzcdn.com/fimgs/e6a1214d02fc1352_1091-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00020.jpg
Valley Club Mid-Century,Jim Bartsch Photography Large 1950s backyard stamped concrete and rectangular natural pool photo in Santa Barbara,https://st.hzcdn.com/fimgs/7de15c3907923c8c_1532-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00021.jpg
"(Irregular) Blue stone, Field Stone Pool Patio Installation",Aerial Shot of the completed irregular blue stone and field stone pool patio. (Right side) Pool - mid-sized contemporary backyard stone and rectangular pool idea in New York,https://st.hzcdn.com/fimgs/f9b1254a07c4a41e_9929-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00022.jpg
Bloom,Christy Pieszchala Pool fountain - traditional pool fountain idea in Houston,https://st.hzcdn.com/fimgs/9691e929048ca0cc_2909-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00023.jpg
Haymarket Vacation,Example of a large classic backyard stone and rectangular pool house design in DC Metro,https://st.hzcdn.com/fimgs/f0a13ec40306121d_4869-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00024.jpg
Moorland Lantern,Photo by Paul Burk Pool house - traditional stone and rectangular pool house idea in DC Metro,https://st.hzcdn.com/fimgs/2271f5f205e4be2b_1563-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00025.jpg
Southlake Modern,Mid-sized minimalist backyard rectangular pool fountain photo in Dallas with decking,https://st.hzcdn.com/fimgs/a87100ec079773dd_0568-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00026.jpg
Charleston Home + Design Magazine Summer 2017 Best-Of-Photos,Patrick Brickman & Colin Voigt Example of a trendy backyard rectangular pool design in Charleston with decking,https://st.hzcdn.com/fimgs/e9718d2f0949778c_1834-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00027.jpg
BEVERLY,"Located in the private Cypress Point neighborhood in Plano, this small backyard was transformed from a small garden area to an updated and modern outdoor living area. In addition to the new covered porch and fire place, we have added outdoor seating for chaise lounges, along with a modern plunge pool & spa with raised backdrop fountain feature. 

The project also features built-in seating, fountain spillways, decorative pool tile, step stones and all new landscaping to provide a lush, private retreat for the owners.",https://st.hzcdn.com/fimgs/e71111bd0d90dc1c_1678-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00028.jpg
Kennett Square Pool House,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean Size Compact ( 6,123 ) Medium ( 36,355 ) Large ( 44,073 ) Expansive ( 8,843 ) Color Red ( 338 ) Orange ( 1,232 ) Wood Tones ( 325 ) Yellow ( 575 ) Green ( 44,116 ) Turquoise ( 32,749 ) Blue ( 74,636 ) Violet ( 1,110 ) Pink ( 287 ) Black ( 21,384 ) Gray ( 6,765 ) White ( 3,378 ) Beige ( 2,221 ) Brown ( 9,528 ) Type Lap ( 24,092 ) Natural ( 20,320 ) Infinity ( 12,248 ) Aboveground ( 3,069 ) Specialty Bbq Area ( 314 ) Fountain ( 20,375 ) Hot Tub ( 31,588 ) Pool House ( 9,170 ) Pool Landscaping ( 6,054 ) Privacy ( 1,175 ) Water Slide ( 3,648 ) Space Location Backyard ( 96,966 ) Courtyard ( 2,365 ) Front Yard ( 657 ) Indoor ( 2,104 ) Rooftop ( 427 ) Side Yard ( 1,897 ) Shape Custom ( 42,644 ) Kidney ( 4,296 ) L-shape ( 2,357 ) Rectangle ( 49,207 ) Round ( 1,339 ) Hardscape Brick Pavers ( 5,499 ) Concrete Pavers ( 16,244 ) Concrete Slab ( 11,479 ) Decking ( 6,365 ) Decomposed Granite ( 109 ) Gravel ( 246 ) Natural Stone Pavers ( 36,137 ) Stamped Concrete ( 6,948 ) Tile ( 7,820 ) $ $$ $$$ $$$$ Refine by: Budget $ ( 844 ) $$ ( 10,850 ) $$$ ( 31,256 ) $$$$ ( 20,769 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 21 - 40 of 270,018 photos Pool House Rectangle Modern Lap Aboveground Decking Farmhouse Hot Tub Tile Traditional Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/37b19a3106b4b1e3_6847-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00029.jpg
Coastal Virginia Idea House York Lane,Jonathan Edwards Media Large minimalist backyard stone and custom-shaped natural pool house photo in Other,https://st.hzcdn.com/fimgs/23e1b49e0bf59038_2250-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00030.jpg
foxcroft,"This beautifully designed backyard oasis features a sleek, modern pool with a built-in spa, creating the ultimate retreat for relaxation and fun. The pool’s clean lines and light stone tile surround give it a luxurious, resort-like feel, while the integrated shallow lounging area adds both functionality and comfort, perfect for sunbathing or children's play.

Adjacent to the pool is an expansive deck with contemporary outdoor seating, blending seamlessly with the home’s design. The elevated balcony, with stylish cable railing and wood accents, offers an additional lounge area with a panoramic view of the entire outdoor space. Mature oak trees and lush landscaping, including ornamental grasses and manicured landscape, provide natural beauty and privacy to the setting.

The artificial turf play area adds practicality and low maintenance while complementing the modern aesthetic. With a focus on elegant design and usability, this outdoor space is perfect for family gatherings, entertaining, or simply enjoying a serene escape from the everyday.",https://st.hzcdn.com/fimgs/0aa1828e0716620d_0152-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00031.jpg
Smooth Pavers,Example of a transitional backyard rectangular and concrete paver lap pool design in Birmingham,https://st.hzcdn.com/fimgs/b20164380cb63e59_3645-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00032.jpg
LAVISH LAUREL™,"This project is an extraordinary example of successful synergy between architecture and landscape design. Every detail is brilliantly executed to compliment the estate in both aesthetic and function. The patio and pool paving is ORIJIN STONE's Laurel Sandstone Sawn Edge. Pool coping, spa surround, pool cover framing, wall caps and stair treads are ORIJIN STONE Hudson Sandstone. Also featured is our exclusive Alder™ Limestone wall stone and our Pewter Limestone thermal steps.
Designed & Installed by Keenan & Sveiven, Inc.",https://st.hzcdn.com/fimgs/6a61f1b609c2d2a4_5206-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00033.jpg
Contemporary Pool,Small trendy backyard rectangular lap pool fountain photo in Dallas,https://st.hzcdn.com/fimgs/84c1746704ac20bb_7394-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00034.jpg
"Modern Transitional Lap Pool and Glass Tile Spa - Scottsdale, Arcadia","All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean Size Compact ( 6,123 ) Medium ( 36,355 ) Large ( 44,073 ) Expansive ( 8,843 ) Color Red ( 338 ) Orange ( 1,232 ) Wood Tones ( 325 ) Yellow ( 575 ) Green ( 44,116 ) Turquoise ( 32,749 ) Blue ( 74,636 ) Violet ( 1,110 ) Pink ( 287 ) Black ( 21,384 ) Gray ( 6,765 ) White ( 3,378 ) Beige ( 2,221 ) Brown ( 9,528 ) Type Lap ( 24,092 ) Natural ( 20,320 ) Infinity ( 12,248 ) Aboveground ( 3,069 ) Specialty Bbq Area ( 314 ) Fountain ( 20,375 ) Hot Tub ( 31,588 ) Pool House ( 9,170 ) Pool Landscaping ( 6,054 ) Privacy ( 1,175 ) Water Slide ( 3,648 ) Space Location Backyard ( 96,966 ) Courtyard ( 2,365 ) Front Yard ( 657 ) Indoor ( 2,104 ) Rooftop ( 427 ) Side Yard ( 1,897 ) Shape Custom ( 42,644 ) Kidney ( 4,296 ) L-shape ( 2,357 ) Rectangle ( 49,207 ) Round ( 1,339 ) Hardscape Brick Pavers ( 5,499 ) Concrete Pavers ( 16,244 ) Concrete Slab ( 11,479 ) Decking ( 6,365 ) Decomposed Granite ( 109 ) Gravel ( 246 ) Natural Stone Pavers ( 36,137 ) Stamped Concrete ( 6,948 ) Tile ( 7,820 ) $ $$ $$$ $$$$ Refine by: Budget $ ( 844 ) $$ ( 10,850 ) $$$ ( 31,256 ) $$$$ ( 20,769 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 21 - 40 of 270,018 photos Pool House Rectangle Modern Lap Aboveground Decking Farmhouse Hot Tub Tile Traditional Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/6b21cfe807195ba0_5394-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00035.jpg
Idyllic Modern,Marion Brenner Photography Large trendy backyard rectangular pool photo in San Francisco with decking,https://st.hzcdn.com/fimgs/5981e0d90c5e243b_9463-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00036.jpg
Heath Hill,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean Size Compact ( 6,123 ) Medium ( 36,355 ) Large ( 44,073 ) Expansive ( 8,843 ) Color Red ( 338 ) Orange ( 1,232 ) Wood Tones ( 325 ) Yellow ( 575 ) Green ( 44,116 ) Turquoise ( 32,749 ) Blue ( 74,636 ) Violet ( 1,110 ) Pink ( 287 ) Black ( 21,384 ) Gray ( 6,765 ) White ( 3,378 ) Beige ( 2,221 ) Brown ( 9,528 ) Type Lap ( 24,092 ) Natural ( 20,320 ) Infinity ( 12,248 ) Aboveground ( 3,069 ) Specialty Bbq Area ( 314 ) Fountain ( 20,375 ) Hot Tub ( 31,588 ) Pool House ( 9,170 ) Pool Landscaping ( 6,054 ) Privacy ( 1,175 ) Water Slide ( 3,648 ) Space Location Backyard ( 96,966 ) Courtyard ( 2,365 ) Front Yard ( 657 ) Indoor ( 2,104 ) Rooftop ( 427 ) Side Yard ( 1,897 ) Shape Custom ( 42,644 ) Kidney ( 4,296 ) L-shape ( 2,357 ) Rectangle ( 49,207 ) Round ( 1,339 ) Hardscape Brick Pavers ( 5,499 ) Concrete Pavers ( 16,244 ) Concrete Slab ( 11,479 ) Decking ( 6,365 ) Decomposed Granite ( 109 ) Gravel ( 246 ) Natural Stone Pavers ( 36,137 ) Stamped Concrete ( 6,948 ) Tile ( 7,820 ) $ $$ $$$ $$$$ Refine by: Budget $ ( 844 ) $$ ( 10,850 ) $$$ ( 31,256 ) $$$$ ( 20,769 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 21 - 40 of 270,018 photos Pool House Rectangle Modern Lap Aboveground Decking Farmhouse Hot Tub Tile Traditional Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/538132d105010d8e_4035-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00037.jpg
Niantic Pool Deck,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean Size Compact ( 6,123 ) Medium ( 36,355 ) Large ( 44,073 ) Expansive ( 8,843 ) Color Red ( 338 ) Orange ( 1,232 ) Wood Tones ( 325 ) Yellow ( 575 ) Green ( 44,116 ) Turquoise ( 32,749 ) Blue ( 74,636 ) Violet ( 1,110 ) Pink ( 287 ) Black ( 21,384 ) Gray ( 6,765 ) White ( 3,378 ) Beige ( 2,221 ) Brown ( 9,528 ) Type Lap ( 24,092 ) Natural ( 20,320 ) Infinity ( 12,248 ) Aboveground ( 3,069 ) Specialty Bbq Area ( 314 ) Fountain ( 20,375 ) Hot Tub ( 31,588 ) Pool House ( 9,170 ) Pool Landscaping ( 6,054 ) Privacy ( 1,175 ) Water Slide ( 3,648 ) Space Location Backyard ( 96,966 ) Courtyard ( 2,365 ) Front Yard ( 657 ) Indoor ( 2,104 ) Rooftop ( 427 ) Side Yard ( 1,897 ) Shape Custom ( 42,644 ) Kidney ( 4,296 ) L-shape ( 2,357 ) Rectangle ( 49,207 ) Round ( 1,339 ) Hardscape Brick Pavers ( 5,499 ) Concrete Pavers ( 16,244 ) Concrete Slab ( 11,479 ) Decking ( 6,365 ) Decomposed Granite ( 109 ) Gravel ( 246 ) Natural Stone Pavers ( 36,137 ) Stamped Concrete ( 6,948 ) Tile ( 7,820 ) $ $$ $$$ $$$$ Refine by: Budget $ ( 844 ) $$ ( 10,850 ) $$$ ( 31,256 ) $$$$ ( 20,769 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 21 - 40 of 270,018 photos Pool House Rectangle Modern Lap Aboveground Decking Farmhouse Hot Tub Tile Traditional Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/9e91256304d908a4_3214-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00038.jpg
Lively Residence,"The homeowner of this traditional home requested a traditional pool and spa with a resort-like style and finishes.  AquaTerra was able to create this wonderful outdoor environment with all they could have asked for.  
While the pool and spa may be simple on the surface, extensive planning went into this environment to incorporate the intricate deck pattern.  During site layout and during construction, extreme attention to detail was required to make sure nothing compromised the precise deck layout.
The pool is 42'x19' and includes a custom water feature wall, glass waterline tile and a fully tiled lounge with bubblers.  The separate spa is fully glass tiled and is designed to be a water feature with custom spillways when not in use.  LED lighting is used in both the pool and spa to create dramatic lighting that can be enjoyed at night. 
The pool/spa deck is made of 2'x2' travertine stones, four to a square, creating a 4'x4' grid that is rotated 45 degrees in relation to the pool.  In between all of the stones is synthetic turf that ties into the synthetic turf putting green that is adjacent to the deck.  Underneath all of this decking and turf is a concrete sub-deck to support and drain the entire system.
Finishes and details that increase the aesthetic appeal for project include:
-All glass tile spa and spa basin
-Travertine deck
-Tiled sun lounge with bubblers
-Custom water feature wall
-LED lighting
-Synthetic turf
This traditional pool and all the intricate details make it a perfect environment for the homeowners to live, relax and play!

Photography: Daniel Driensky",https://st.hzcdn.com/fimgs/121158dc03f50f1b_1109-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00039.jpg
Small Yard Pool | West Hollywood,Pool - small modern backyard concrete paver and rectangular lap pool idea in Los Angeles,https://st.hzcdn.com/fimgs/33d1ddfc0748a3c2_2887-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00040.jpg
Newton Oasis,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean Size Compact ( 6,123 ) Medium ( 36,355 ) Large ( 44,073 ) Expansive ( 8,843 ) Color Red ( 338 ) Orange ( 1,232 ) Wood Tones ( 325 ) Yellow ( 575 ) Green ( 44,116 ) Turquoise ( 32,749 ) Blue ( 74,636 ) Violet ( 1,110 ) Pink ( 287 ) Black ( 21,384 ) Gray ( 6,765 ) White ( 3,378 ) Beige ( 2,221 ) Brown ( 9,528 ) Type Lap ( 24,092 ) Natural ( 20,320 ) Infinity ( 12,248 ) Aboveground ( 3,069 ) Specialty Bbq Area ( 314 ) Fountain ( 20,375 ) Hot Tub ( 31,588 ) Pool House ( 9,170 ) Pool Landscaping ( 6,054 ) Privacy ( 1,175 ) Water Slide ( 3,648 ) Space Location Backyard ( 96,966 ) Courtyard ( 2,365 ) Front Yard ( 657 ) Indoor ( 2,104 ) Rooftop ( 427 ) Side Yard ( 1,897 ) Shape Custom ( 42,644 ) Kidney ( 4,296 ) L-shape ( 2,357 ) Rectangle ( 49,207 ) Round ( 1,339 ) Hardscape Brick Pavers ( 5,499 ) Concrete Pavers ( 16,244 ) Concrete Slab ( 11,479 ) Decking ( 6,365 ) Decomposed Granite ( 109 ) Gravel ( 246 ) Natural Stone Pavers ( 36,137 ) Stamped Concrete ( 6,948 ) Tile ( 7,820 ) $ $$ $$$ $$$$ Refine by: Budget $ ( 844 ) $$ ( 10,850 ) $$$ ( 31,256 ) $$$$ ( 20,769 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 41 - 60 of 270,018 photos Pool House Rectangle Modern Lap Aboveground Decking Farmhouse Hot Tub Tile Traditional Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/ede1698c04134a2e_5779-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00041.jpg
Suwanee Outdoor Retreat,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean Size Compact ( 6,123 ) Medium ( 36,355 ) Large ( 44,073 ) Expansive ( 8,843 ) Color Red ( 338 ) Orange ( 1,232 ) Wood Tones ( 325 ) Yellow ( 575 ) Green ( 44,116 ) Turquoise ( 32,749 ) Blue ( 74,636 ) Violet ( 1,110 ) Pink ( 287 ) Black ( 21,384 ) Gray ( 6,765 ) White ( 3,378 ) Beige ( 2,221 ) Brown ( 9,528 ) Type Lap ( 24,092 ) Natural ( 20,320 ) Infinity ( 12,248 ) Aboveground ( 3,069 ) Specialty Bbq Area ( 314 ) Fountain ( 20,375 ) Hot Tub ( 31,588 ) Pool House ( 9,170 ) Pool Landscaping ( 6,054 ) Privacy ( 1,175 ) Water Slide ( 3,648 ) Space Location Backyard ( 96,966 ) Courtyard ( 2,365 ) Front Yard ( 657 ) Indoor ( 2,104 ) Rooftop ( 427 ) Side Yard ( 1,897 ) Shape Custom ( 42,644 ) Kidney ( 4,296 ) L-shape ( 2,357 ) Rectangle ( 49,207 ) Round ( 1,339 ) Hardscape Brick Pavers ( 5,499 ) Concrete Pavers ( 16,244 ) Concrete Slab ( 11,479 ) Decking ( 6,365 ) Decomposed Granite ( 109 ) Gravel ( 246 ) Natural Stone Pavers ( 36,137 ) Stamped Concrete ( 6,948 ) Tile ( 7,820 ) $ $$ $$$ $$$$ Refine by: Budget $ ( 844 ) $$ ( 10,850 ) $$$ ( 31,256 ) $$$$ ( 20,769 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 41 - 60 of 270,018 photos Pool House Rectangle Modern Lap Aboveground Decking Farmhouse Hot Tub Tile Traditional Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/3ea1e1f10495c5a8_0595-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00042.jpg
Bungalow Pool & Pool House,"All Filters Style Contemporary Modern Traditional Mid-Century Modern Farmhouse Transitional Industrial Scandinavian Rustic Coastal Eclectic Southwestern Tropical Craftsman Asian Victorian Mediterranean Size Compact ( 6,123 ) Medium ( 36,355 ) Large ( 44,073 ) Expansive ( 8,843 ) Color Red ( 338 ) Orange ( 1,232 ) Wood Tones ( 325 ) Yellow ( 575 ) Green ( 44,116 ) Turquoise ( 32,749 ) Blue ( 74,636 ) Violet ( 1,110 ) Pink ( 287 ) Black ( 21,384 ) Gray ( 6,765 ) White ( 3,378 ) Beige ( 2,221 ) Brown ( 9,528 ) Type Lap ( 24,092 ) Natural ( 20,320 ) Infinity ( 12,248 ) Aboveground ( 3,069 ) Specialty Bbq Area ( 314 ) Fountain ( 20,375 ) Hot Tub ( 31,588 ) Pool House ( 9,170 ) Pool Landscaping ( 6,054 ) Privacy ( 1,175 ) Water Slide ( 3,648 ) Space Location Backyard ( 96,966 ) Courtyard ( 2,365 ) Front Yard ( 657 ) Indoor ( 2,104 ) Rooftop ( 427 ) Side Yard ( 1,897 ) Shape Custom ( 42,644 ) Kidney ( 4,296 ) L-shape ( 2,357 ) Rectangle ( 49,207 ) Round ( 1,339 ) Hardscape Brick Pavers ( 5,499 ) Concrete Pavers ( 16,244 ) Concrete Slab ( 11,479 ) Decking ( 6,365 ) Decomposed Granite ( 109 ) Gravel ( 246 ) Natural Stone Pavers ( 36,137 ) Stamped Concrete ( 6,948 ) Tile ( 7,820 ) $ $$ $$$ $$$$ Refine by: Budget $ ( 844 ) $$ ( 10,850 ) $$$ ( 31,256 ) $$$$ ( 20,769 ) Sort by : Popular Today Popular Today Latest Activity All Time Popular Newly Featured 41 - 60 of 270,018 photos Pool House Rectangle Modern Lap Aboveground Decking Farmhouse Hot Tub Tile Traditional Previous Next Item 1 of 10",https://st.hzcdn.com/fimgs/99d15ae603c01b5a_0971-w360-h360-b0-p0--.jpg,dining-room,images/pool/poolroom_00043.jpg
